cust_id,prod_id,product_name,category,purchase_amt,purchase_date
CUST586,PROD009,Face Scrub,Skin Care,52.49,2024-05-13 13:40:44
CUST209,PROD028,Essential Oils,Aromatherapy,35.99,2024-11-27 01:23:19
CUST556,PROD037,Hand Sanitizer,Hygiene,6.99,2024-07-04 22:15:38
CUST453,PROD043,Roll-on Deodorant,Fragrance,63.99,2024-04-11 16:36:19
CUST557,PROD037,Hand Sanitizer,Hygiene,6.99,2024-12-05 20:29:13
CUST509,PROD002,Conditioner,Hair Care,89.49,2024-12-08 22:26:18
CUST312,PROD035,Shaving Cream,Shaving,46.49,2024-04-21 03:08:46
CUST184,PROD022,Eyelash Curler,Tools/Accessories,77.49,2024-06-02 11:56:09
CUST229,PROD013,Nail Strengthener,Nail Care,58.49,2024-11-29 09:27:13
CUST052,PROD013,Nail Strengthener,Nail Care,58.49,2024-09-02 01:01:00
CUST246,PROD007,Moisturizer,Skin Care,43.49,2024-02-21 21:27:01
CUST232,PROD001,Shampoo,Hair Care,45.49,2024-06-21 20:34:09
CUST005,PROD002,Conditioner,Hair Care,89.49,2024-06-14 14:57:11
CUST168,PROD016,Body Wash,Body Care,7.49,2024-04-03 01:33:13
CUST148,PROD033,Teeth Whitening Kit,Oral Care,60.49,2024-05-15 09:47:05
CUST034,PROD005,Hair Mask,Hair Care,48.49,2024-09-13 01:49:41
CUST164,PROD019,Makeup Brushes,Tools/Accessories,30.49,2024-05-20 23:34:20
CUST368,PROD025,Eyeliner,Makeup,12.49,2024-01-23 22:54:58
CUST591,PROD029,Aroma Candles,Aromatherapy,63.49,2024-04-04 07:12:35
CUST284,PROD023,Foundation,Makeup,44.49,2024-05-11 19:13:08
CUST082,PROD003,Hair Oil,Hair Care,35.49,2024-09-09 18:52:24
CUST278,PROD003,Hair Oil,Hair Care,35.49,2024-01-27 20:16:08
CUST166,PROD017,Body Scrub,Body Care,82.49,2024-04-01 13:52:21
CUST006,PROD013,Nail Strengthener,Nail Care,58.49,2024-12-27 05:03:01
CUST572,PROD026,Mascara,Makeup,70.99,2024-07-04 09:50:39
CUST150,PROD039,Feminine Wash,Hygiene,96.49,2024-09-01 08:31:47
CUST398,PROD021,Straightener,Tools/Accessories,78.99,2024-09-11 03:43:01
CUST444,PROD013,Nail Strengthener,Nail Care,58.49,2024-09-25 20:10:42
CUST158,PROD001,Shampoo,Hair Care,45.49,2024-07-01 07:01:29
CUST034,PROD042,Cologne,Fragrance,56.99,2024-04-27 02:03:36
CUST419,PROD027,Blush,Makeup,53.99,2024-09-24 10:02:38
CUST052,PROD031,Toothpaste,Oral Care,49.99,2024-02-07 11:38:14
CUST198,PROD040,Perfume,Fragrance,31.99,2024-09-28 22:23:40
CUST326,PROD035,Shaving Cream,Shaving,46.49,2024-06-24 10:43:40
CUST587,PROD002,Conditioner,Hair Care,89.49,2024-06-29 02:50:26
CUST283,PROD024,Lipstick,Makeup,84.49,2024-05-30 05:25:59
CUST222,PROD041,Body Mist,Fragrance,98.49,2024-10-10 18:28:56
CUST322,PROD027,Blush,Makeup,53.99,2024-07-08 17:00:11
CUST551,PROD034,Razor,Shaving,21.49,2024-11-06 10:59:57
CUST108,PROD027,Blush,Makeup,53.99,2024-05-27 07:31:13
CUST097,PROD043,Roll-on Deodorant,Fragrance,63.99,2024-08-04 09:50:00
CUST295,PROD033,Teeth Whitening Kit,Oral Care,60.49,2024-01-09 16:35:52
CUST485,PROD037,Hand Sanitizer,Hygiene,6.99,2024-07-03 12:17:58
CUST393,PROD019,Makeup Brushes,Tools/Accessories,30.49,2024-04-17 04:36:47
CUST032,PROD014,Cuticle Oil,Nail Care,18.99,2024-12-25 23:31:27
CUST526,PROD008,Sunscreen,Skin Care,65.99,2024-12-30 01:27:55
CUST226,PROD017,Body Scrub,Body Care,82.49,2024-06-09 21:15:40
CUST101,PROD033,Teeth Whitening Kit,Oral Care,60.49,2024-04-16 03:50:48
CUST033,PROD015,Body Lotion,Body Care,58.99,2024-01-27 04:58:54
CUST256,PROD004,Hair Serum,Hair Care,85.49,2024-07-22 13:48:29
CUST245,PROD011,Nail Polish,Nail Care,23.49,2024-04-02 01:12:15
CUST296,PROD013,Nail Strengthener,Nail Care,58.49,2024-09-20 05:56:02
CUST334,PROD027,Blush,Makeup,53.99,2024-01-17 20:38:49
CUST314,PROD013,Nail Strengthener,Nail Care,58.49,2024-06-07 00:03:47
CUST184,PROD022,Eyelash Curler,Tools/Accessories,77.49,2024-01-20 06:56:10
CUST233,PROD027,Blush,Makeup,53.99,2024-04-22 16:30:54
CUST052,PROD008,Sunscreen,Skin Care,65.99,2024-03-01 14:47:59
CUST176,PROD025,Eyeliner,Makeup,12.49,2024-01-21 10:02:13
CUST117,PROD007,Moisturizer,Skin Care,43.49,2024-11-01 02:17:15
CUST576,PROD021,Straightener,Tools/Accessories,78.99,2024-08-29 15:19:02
CUST317,PROD040,Perfume,Fragrance,31.99,2024-12-05 20:24:50
CUST207,PROD030,Diffusers,Aromatherapy,82.49,2024-04-09 22:00:47
CUST600,PROD008,Sunscreen,Skin Care,65.99,2024-12-29 23:55:35
CUST387,PROD015,Body Lotion,Body Care,58.99,2024-10-28 09:24:05
CUST300,PROD015,Body Lotion,Body Care,58.99,2024-08-26 07:40:58
CUST113,PROD010,Toner,Skin Care,98.49,2024-07-08 21:08:59
CUST185,PROD034,Razor,Shaving,21.49,2024-11-02 16:32:50
CUST006,PROD016,Body Wash,Body Care,7.49,2024-07-11 04:10:52
CUST203,PROD028,Essential Oils,Aromatherapy,35.99,2024-03-08 12:34:01
CUST035,PROD042,Cologne,Fragrance,56.99,2024-03-01 21:50:33
CUST155,PROD015,Body Lotion,Body Care,58.99,2024-08-23 10:54:56
CUST351,PROD011,Nail Polish,Nail Care,23.49,2024-06-15 15:51:50
CUST414,PROD019,Makeup Brushes,Tools/Accessories,30.49,2024-12-24 17:00:06
CUST173,PROD002,Conditioner,Hair Care,89.49,2024-03-01 18:21:14
CUST530,PROD010,Toner,Skin Care,98.49,2024-09-12 11:02:32
CUST336,PROD014,Cuticle Oil,Nail Care,18.99,2024-03-14 00:09:09
CUST158,PROD027,Blush,Makeup,53.99,2024-04-04 10:49:17
CUST524,PROD010,Toner,Skin Care,98.49,2024-09-17 06:12:47
CUST021,PROD026,Mascara,Makeup,70.99,2024-06-05 02:58:29
CUST022,PROD033,Teeth Whitening Kit,Oral Care,60.49,2024-04-15 23:45:09
CUST165,PROD043,Roll-on Deodorant,Fragrance,63.99,2024-03-20 19:26:30
CUST318,PROD013,Nail Strengthener,Nail Care,58.49,2024-03-24 19:54:38
CUST031,PROD027,Blush,Makeup,53.99,2024-04-10 07:34:16
CUST275,PROD031,Toothpaste,Oral Care,49.99,2024-07-28 04:59:48
CUST597,PROD003,Hair Oil,Hair Care,35.49,2024-12-27 23:48:31
CUST590,PROD030,Diffusers,Aromatherapy,82.49,2024-07-22 11:20:49
CUST137,PROD018,Deodorant,Body Care,43.99,2024-02-08 22:20:01
CUST404,PROD021,Straightener,Tools/Accessories,78.99,2024-08-06 03:28:16
CUST122,PROD010,Toner,Skin Care,98.49,2024-10-28 20:15:38
CUST248,PROD006,Face Wash,Skin Care,58.99,2024-06-22 06:56:39
CUST463,PROD020,Hair Dryer,Tools/Accessories,96.99,2024-03-22 21:11:01
CUST377,PROD042,Cologne,Fragrance,56.99,2024-10-06 23:26:32
CUST589,PROD026,Mascara,Makeup,70.99,2024-02-05 21:03:00
CUST236,PROD020,Hair Dryer,Tools/Accessories,96.99,2024-03-04 19:39:49
CUST064,PROD005,Hair Mask,Hair Care,48.49,2024-11-03 10:59:24
CUST042,PROD037,Hand Sanitizer,Hygiene,6.99,2024-02-25 02:22:46
CUST212,PROD004,Hair Serum,Hair Care,85.49,2024-11-05 00:35:19
CUST289,PROD016,Body Wash,Body Care,7.49,2024-07-28 23:39:07
CUST264,PROD033,Teeth Whitening Kit,Oral Care,60.49,2024-06-16 13:14:45
CUST311,PROD003,Hair Oil,Hair Care,35.49,2024-08-13 20:12:17
CUST175,PROD017,Body Scrub,Body Care,82.49,2024-09-17 07:37:14
CUST226,PROD028,Essential Oils,Aromatherapy,35.99,2024-04-11 23:20:05
CUST210,PROD033,Teeth Whitening Kit,Oral Care,60.49,2024-09-08 19:43:59
CUST547,PROD013,Nail Strengthener,Nail Care,58.49,2024-06-21 12:26:00
CUST583,PROD009,Face Scrub,Skin Care,52.49,2024-01-15 15:41:00
CUST277,PROD022,Eyelash Curler,Tools/Accessories,77.49,2024-06-20 15:16:50
CUST308,PROD006,Face Wash,Skin Care,58.99,2024-05-10 10:40:31
CUST033,PROD008,Sunscreen,Skin Care,65.99,2024-03-10 00:22:40
CUST536,PROD004,Hair Serum,Hair Care,85.49,2024-05-23 14:30:00
CUST342,PROD041,Body Mist,Fragrance,98.49,2024-06-13 17:40:41
CUST095,PROD043,Roll-on Deodorant,Fragrance,63.99,2024-03-29 17:15:11
CUST153,PROD017,Body Scrub,Body Care,82.49,2024-04-26 01:06:24
CUST014,PROD007,Moisturizer,Skin Care,43.49,2024-05-02 05:39:28
CUST056,PROD002,Conditioner,Hair Care,89.49,2024-02-27 16:21:41
CUST562,PROD026,Mascara,Makeup,70.99,2024-12-12 05:06:06
CUST020,PROD010,Toner,Skin Care,98.49,2024-02-09 09:18:33
CUST238,PROD010,Toner,Skin Care,98.49,2024-10-11 21:35:39
CUST572,PROD024,Lipstick,Makeup,84.49,2024-05-15 00:27:03
CUST001,PROD009,Face Scrub,Skin Care,52.49,2024-04-09 05:32:28
CUST027,PROD038,Wet Wipes,Hygiene,56.49,2024-10-15 11:58:42
CUST431,PROD018,Deodorant,Body Care,43.99,2024-05-28 13:19:50
CUST520,PROD004,Hair Serum,Hair Care,85.49,2024-02-14 10:01:24
CUST474,PROD043,Roll-on Deodorant,Fragrance,63.99,2024-06-03 01:24:42
CUST367,PROD037,Hand Sanitizer,Hygiene,6.99,2024-09-11 22:40:44
CUST430,PROD002,Conditioner,Hair Care,89.49,2024-08-27 04:12:19
CUST240,PROD028,Essential Oils,Aromatherapy,35.99,2024-07-07 11:02:43
CUST493,PROD020,Hair Dryer,Tools/Accessories,96.99,2024-09-05 17:58:31
CUST035,PROD007,Moisturizer,Skin Care,43.49,2024-10-12 07:50:09
CUST312,PROD023,Foundation,Makeup,44.49,2024-02-19 18:16:02
CUST358,PROD035,Shaving Cream,Shaving,46.49,2024-11-22 13:24:15
CUST042,PROD026,Mascara,Makeup,70.99,2024-06-28 10:42:02
CUST271,PROD039,Feminine Wash,Hygiene,96.49,2024-03-27 23:19:25
CUST146,PROD016,Body Wash,Body Care,7.49,2024-11-09 18:19:12
CUST349,PROD006,Face Wash,Skin Care,58.99,2024-04-27 22:38:44
CUST041,PROD023,Foundation,Makeup,44.49,2024-05-08 02:18:05
CUST494,PROD016,Body Wash,Body Care,7.49,2024-03-27 15:42:45
CUST116,PROD009,Face Scrub,Skin Care,52.49,2024-09-15 15:25:06
CUST099,PROD014,Cuticle Oil,Nail Care,18.99,2024-12-14 15:35:15
CUST020,PROD034,Razor,Shaving,21.49,2024-02-20 14:33:19
CUST418,PROD030,Diffusers,Aromatherapy,82.49,2024-04-12 08:13:09
CUST456,PROD021,Straightener,Tools/Accessories,78.99,2024-02-09 00:45:50
CUST399,PROD029,Aroma Candles,Aromatherapy,63.49,2024-02-22 08:21:46
CUST562,PROD025,Eyeliner,Makeup,12.49,2024-11-17 10:03:59
CUST238,PROD009,Face Scrub,Skin Care,52.49,2024-02-01 00:02:43
CUST441,PROD029,Aroma Candles,Aromatherapy,63.49,2024-11-02 13:23:43
CUST520,PROD022,Eyelash Curler,Tools/Accessories,77.49,2024-02-27 00:27:27
CUST218,PROD024,Lipstick,Makeup,84.49,2024-04-20 06:04:21
CUST578,PROD035,Shaving Cream,Shaving,46.49,2024-06-16 23:31:55
CUST306,PROD035,Shaving Cream,Shaving,46.49,2024-05-24 14:24:01
CUST352,PROD003,Hair Oil,Hair Care,35.49,2024-03-21 20:01:35
CUST450,PROD010,Toner,Skin Care,98.49,2024-10-04 18:36:40
CUST289,PROD022,Eyelash Curler,Tools/Accessories,77.49,2024-05-02 03:47:13
CUST268,PROD024,Lipstick,Makeup,84.49,2024-12-07 01:57:45
CUST168,PROD042,Cologne,Fragrance,56.99,2024-06-30 04:43:33
CUST327,PROD004,Hair Serum,Hair Care,85.49,2024-01-25 04:14:00
CUST217,PROD003,Hair Oil,Hair Care,35.49,2024-05-30 17:56:37
CUST289,PROD036,Aftershave,Shaving,43.49,2024-01-13 21:03:26
CUST256,PROD002,Conditioner,Hair Care,89.49,2024-12-25 13:15:43
CUST424,PROD018,Deodorant,Body Care,43.99,2024-03-07 02:23:51
CUST368,PROD013,Nail Strengthener,Nail Care,58.49,2024-08-13 09:26:54
CUST279,PROD012,Nail Remover,Nail Care,96.49,2024-09-01 10:50:15
CUST323,PROD039,Feminine Wash,Hygiene,96.49,2024-10-09 09:52:00
CUST197,PROD030,Diffusers,Aromatherapy,82.49,2024-02-12 12:05:25
CUST572,PROD019,Makeup Brushes,Tools/Accessories,30.49,2024-06-02 10:18:07
CUST093,PROD040,Perfume,Fragrance,31.99,2024-05-16 16:01:55
CUST003,PROD015,Body Lotion,Body Care,58.99,2024-01-31 14:38:11
CUST179,PROD001,Shampoo,Hair Care,45.49,2024-11-12 01:27:53
CUST160,PROD035,Shaving Cream,Shaving,46.49,2024-09-29 09:54:02
CUST438,PROD030,Diffusers,Aromatherapy,82.49,2024-02-23 22:34:13
CUST295,PROD039,Feminine Wash,Hygiene,96.49,2024-05-12 19:04:28
CUST361,PROD006,Face Wash,Skin Care,58.99,2024-06-18 09:14:03
CUST198,PROD030,Diffusers,Aromatherapy,82.49,2024-02-06 17:04:05
CUST107,PROD035,Shaving Cream,Shaving,46.49,2024-01-14 18:39:29
CUST222,PROD016,Body Wash,Body Care,7.49,2024-10-30 04:38:45
CUST157,PROD002,Conditioner,Hair Care,89.49,2024-03-03 18:54:40
CUST293,PROD002,Conditioner,Hair Care,89.49,2024-07-20 17:32:51
CUST473,PROD026,Mascara,Makeup,70.99,2024-06-06 18:32:36
CUST043,PROD031,Toothpaste,Oral Care,49.99,2024-02-23 13:20:33
CUST063,PROD004,Hair Serum,Hair Care,85.49,2024-01-18 10:10:00
CUST364,PROD018,Deodorant,Body Care,43.99,2024-11-07 09:25:54
CUST564,PROD019,Makeup Brushes,Tools/Accessories,30.49,2024-03-13 06:58:25
CUST049,PROD017,Body Scrub,Body Care,82.49,2024-12-27 22:24:06
CUST040,PROD005,Hair Mask,Hair Care,48.49,2024-05-14 07:33:49
CUST478,PROD022,Eyelash Curler,Tools/Accessories,77.49,2024-12-22 17:48:12
CUST036,PROD013,Nail Strengthener,Nail Care,58.49,2024-01-31 14:41:56
CUST099,PROD001,Shampoo,Hair Care,45.49,2024-05-11 01:46:25
CUST135,PROD038,Wet Wipes,Hygiene,56.49,2024-01-17 15:19:34
CUST234,PROD036,Aftershave,Shaving,43.49,2024-09-08 21:53:54
CUST003,PROD011,Nail Polish,Nail Care,23.49,2024-04-06 10:36:05
CUST500,PROD043,Roll-on Deodorant,Fragrance,63.99,2024-04-16 02:11:26
CUST049,PROD008,Sunscreen,Skin Care,65.99,2024-02-26 15:50:15
CUST550,PROD005,Hair Mask,Hair Care,48.49,2024-08-20 20:18:18
CUST121,PROD027,Blush,Makeup,53.99,2024-03-27 08:24:59
CUST450,PROD004,Hair Serum,Hair Care,85.49,2024-05-28 16:57:58
CUST248,PROD005,Hair Mask,Hair Care,48.49,2024-12-20 04:23:23
CUST273,PROD038,Wet Wipes,Hygiene,56.49,2024-09-05 16:00:43
CUST090,PROD012,Nail Remover,Nail Care,96.49,2024-01-16 00:11:55
CUST159,PROD014,Cuticle Oil,Nail Care,18.99,2024-05-22 23:18:11
CUST371,PROD008,Sunscreen,Skin Care,65.99,2024-04-29 16:34:21
CUST068,PROD038,Wet Wipes,Hygiene,56.49,2024-10-05 08:38:54
CUST481,PROD039,Feminine Wash,Hygiene,96.49,2024-01-09 02:49:12
CUST187,PROD024,Lipstick,Makeup,84.49,2024-07-15 06:11:37
CUST575,PROD019,Makeup Brushes,Tools/Accessories,30.49,2024-11-15 09:34:26
CUST500,PROD001,Shampoo,Hair Care,45.49,2024-03-03 21:29:08
CUST597,PROD036,Aftershave,Shaving,43.49,2024-09-02 00:57:40
CUST550,PROD023,Foundation,Makeup,44.49,2024-04-11 10:09:38
CUST298,PROD031,Toothpaste,Oral Care,49.99,2024-08-27 03:36:37
CUST089,PROD010,Toner,Skin Care,98.49,2024-05-05 04:35:11
CUST550,PROD021,Straightener,Tools/Accessories,78.99,2024-09-12 14:38:19
CUST111,PROD043,Roll-on Deodorant,Fragrance,63.99,2024-10-25 21:59:41
CUST171,PROD008,Sunscreen,Skin Care,65.99,2024-02-18 08:13:17
CUST030,PROD032,Mouthwash,Oral Care,48.49,2024-05-19 18:04:40
CUST060,PROD016,Body Wash,Body Care,7.49,2024-10-28 02:56:49
CUST086,PROD020,Hair Dryer,Tools/Accessories,96.99,2024-05-17 02:08:13
CUST183,PROD015,Body Lotion,Body Care,58.99,2024-12-22 00:45:16
CUST554,PROD015,Body Lotion,Body Care,58.99,2024-11-09 07:49:39
CUST504,PROD043,Roll-on Deodorant,Fragrance,63.99,2024-08-08 06:20:43
CUST068,PROD010,Toner,Skin Care,98.49,2024-06-13 17:43:32
CUST101,PROD028,Essential Oils,Aromatherapy,35.99,2024-10-03 16:50:57
CUST554,PROD039,Feminine Wash,Hygiene,96.49,2024-11-01 08:47:40
CUST542,PROD042,Cologne,Fragrance,56.99,2024-05-02 23:27:33
CUST062,PROD032,Mouthwash,Oral Care,48.49,2024-04-10 07:44:06
CUST285,PROD037,Hand Sanitizer,Hygiene,6.99,2024-01-05 03:54:05
CUST343,PROD008,Sunscreen,Skin Care,65.99,2024-06-18 06:37:09
CUST548,PROD040,Perfume,Fragrance,31.99,2024-03-14 14:16:19
CUST159,PROD008,Sunscreen,Skin Care,65.99,2024-03-18 14:30:51
CUST229,PROD003,Hair Oil,Hair Care,35.49,2024-11-18 17:19:53
CUST494,PROD009,Face Scrub,Skin Care,52.49,2024-12-11 03:52:40
CUST465,PROD020,Hair Dryer,Tools/Accessories,96.99,2024-06-19 02:30:39
CUST046,PROD033,Teeth Whitening Kit,Oral Care,60.49,2024-10-02 13:31:29
CUST190,PROD005,Hair Mask,Hair Care,48.49,2024-06-30 04:18:44
CUST310,PROD030,Diffusers,Aromatherapy,82.49,2024-06-08 11:03:35
CUST145,PROD017,Body Scrub,Body Care,82.49,2024-02-12 08:17:02
CUST532,PROD042,Cologne,Fragrance,56.99,2024-12-15 17:08:05
CUST583,PROD032,Mouthwash,Oral Care,48.49,2024-02-21 03:52:31
CUST290,PROD010,Toner,Skin Care,98.49,2024-05-14 09:01:21
CUST596,PROD008,Sunscreen,Skin Care,65.99,2024-11-10 21:14:18
CUST527,PROD027,Blush,Makeup,53.99,2024-02-20 21:03:14
CUST317,PROD006,Face Wash,Skin Care,58.99,2024-03-10 06:47:04
CUST065,PROD041,Body Mist,Fragrance,98.49,2024-03-27 23:33:31
CUST092,PROD012,Nail Remover,Nail Care,96.49,2024-10-01 23:24:03
CUST288,PROD038,Wet Wipes,Hygiene,56.49,2024-11-19 02:05:35
CUST050,PROD010,Toner,Skin Care,98.49,2024-06-28 15:45:59
CUST413,PROD031,Toothpaste,Oral Care,49.99,2024-08-01 22:38:48
CUST265,PROD026,Mascara,Makeup,70.99,2024-02-08 06:13:37
CUST388,PROD012,Nail Remover,Nail Care,96.49,2024-03-09 04:51:34
CUST531,PROD040,Perfume,Fragrance,31.99,2024-11-12 02:12:47
CUST325,PROD003,Hair Oil,Hair Care,35.49,2024-12-04 03:55:35
CUST577,PROD013,Nail Strengthener,Nail Care,58.49,2024-06-09 14:35:56
CUST136,PROD006,Face Wash,Skin Care,58.99,2024-06-10 02:10:51
CUST299,PROD006,Face Wash,Skin Care,58.99,2024-08-07 23:53:29
CUST066,PROD016,Body Wash,Body Care,7.49,2024-11-07 01:48:48
CUST368,PROD034,Razor,Shaving,21.49,2024-05-07 14:19:23
CUST063,PROD024,Lipstick,Makeup,84.49,2024-10-18 15:18:14
CUST223,PROD038,Wet Wipes,Hygiene,56.49,2024-04-08 20:51:39
CUST194,PROD007,Moisturizer,Skin Care,43.49,2024-07-10 04:11:32
CUST566,PROD040,Perfume,Fragrance,31.99,2024-09-28 01:23:32
CUST050,PROD008,Sunscreen,Skin Care,65.99,2024-06-13 04:49:36
CUST495,PROD032,Mouthwash,Oral Care,48.49,2024-01-27 06:17:09
CUST243,PROD028,Essential Oils,Aromatherapy,35.99,2024-08-28 21:09:17
CUST552,PROD022,Eyelash Curler,Tools/Accessories,77.49,2024-06-11 14:05:10
CUST219,PROD005,Hair Mask,Hair Care,48.49,2024-08-05 23:02:22
CUST577,PROD035,Shaving Cream,Shaving,46.49,2024-02-25 06:10:44
CUST554,PROD021,Straightener,Tools/Accessories,78.99,2024-10-13 07:28:19
CUST200,PROD007,Moisturizer,Skin Care,43.49,2024-10-19 02:43:58
CUST286,PROD023,Foundation,Makeup,44.49,2024-09-21 06:15:25
CUST064,PROD035,Shaving Cream,Shaving,46.49,2024-02-08 03:46:44
CUST348,PROD009,Face Scrub,Skin Care,52.49,2024-04-15 05:14:41
CUST228,PROD026,Mascara,Makeup,70.99,2024-06-27 09:21:13
CUST272,PROD009,Face Scrub,Skin Care,52.49,2024-04-13 10:41:21
CUST253,PROD038,Wet Wipes,Hygiene,56.49,2024-02-04 21:10:27
CUST493,PROD043,Roll-on Deodorant,Fragrance,63.99,2024-05-04 18:51:51
CUST560,PROD014,Cuticle Oil,Nail Care,18.99,2024-12-23 01:31:46
CUST023,PROD035,Shaving Cream,Shaving,46.49,2024-04-20 14:39:08
CUST305,PROD011,Nail Polish,Nail Care,23.49,2024-08-28 02:10:17
CUST049,PROD001,Shampoo,Hair Care,45.49,2024-04-27 16:21:25
CUST212,PROD020,Hair Dryer,Tools/Accessories,96.99,2024-03-15 20:07:54
CUST289,PROD031,Toothpaste,Oral Care,49.99,2024-05-12 19:32:10
CUST148,PROD036,Aftershave,Shaving,43.49,2024-01-07 10:03:53
CUST423,PROD006,Face Wash,Skin Care,58.99,2024-02-03 02:42:48
CUST159,PROD039,Feminine Wash,Hygiene,96.49,2024-03-07 03:20:50
CUST292,PROD013,Nail Strengthener,Nail Care,58.49,2024-06-18 03:10:06
CUST487,PROD009,Face Scrub,Skin Care,52.49,2024-07-14 08:38:54
CUST266,PROD030,Diffusers,Aromatherapy,82.49,2024-09-12 11:32:41
CUST527,PROD041,Body Mist,Fragrance,98.49,2024-02-29 14:09:48
CUST445,PROD016,Body Wash,Body Care,7.49,2024-01-15 21:05:31
CUST356,PROD020,Hair Dryer,Tools/Accessories,96.99,2024-10-31 21:26:21
CUST286,PROD021,Straightener,Tools/Accessories,78.99,2024-10-04 00:06:15
CUST278,PROD035,Shaving Cream,Shaving,46.49,2024-04-26 03:22:09
CUST079,PROD039,Feminine Wash,Hygiene,96.49,2024-10-02 10:38:22
CUST243,PROD003,Hair Oil,Hair Care,35.49,2024-07-05 18:20:00
CUST285,PROD006,Face Wash,Skin Care,58.99,2024-04-19 00:02:45
CUST055,PROD039,Feminine Wash,Hygiene,96.49,2024-02-19 14:01:58
CUST003,PROD004,Hair Serum,Hair Care,85.49,2024-11-30 06:56:58
CUST060,PROD034,Razor,Shaving,21.49,2024-08-23 10:42:27
CUST134,PROD023,Foundation,Makeup,44.49,2024-08-27 06:14:22
CUST042,PROD030,Diffusers,Aromatherapy,82.49,2024-06-24 18:05:12
CUST155,PROD035,Shaving Cream,Shaving,46.49,2024-07-31 12:18:00
CUST395,PROD014,Cuticle Oil,Nail Care,18.99,2024-11-10 23:45:59
CUST294,PROD042,Cologne,Fragrance,56.99,2024-03-29 15:42:54
CUST033,PROD019,Makeup Brushes,Tools/Accessories,30.49,2024-06-24 15:17:25
CUST161,PROD039,Feminine Wash,Hygiene,96.49,2024-12-03 05:11:03
CUST239,PROD041,Body Mist,Fragrance,98.49,2024-08-12 12:38:28
CUST100,PROD022,Eyelash Curler,Tools/Accessories,77.49,2024-12-23 09:26:00
CUST109,PROD018,Deodorant,Body Care,43.99,2024-02-15 12:11:54
CUST125,PROD015,Body Lotion,Body Care,58.99,2024-11-03 16:26:29
CUST281,PROD011,Nail Polish,Nail Care,23.49,2024-07-04 05:30:10
CUST586,PROD004,Hair Serum,Hair Care,85.49,2024-08-11 18:31:07
CUST121,PROD030,Diffusers,Aromatherapy,82.49,2024-10-14 08:42:41
CUST198,PROD020,Hair Dryer,Tools/Accessories,96.99,2024-05-04 12:17:03
CUST583,PROD018,Deodorant,Body Care,43.99,2024-11-30 13:39:03
CUST212,PROD005,Hair Mask,Hair Care,48.49,2024-06-25 05:44:15
CUST286,PROD010,Toner,Skin Care,98.49,2024-05-13 02:57:54
CUST113,PROD002,Conditioner,Hair Care,89.49,2024-10-09 16:29:59
CUST355,PROD029,Aroma Candles,Aromatherapy,63.49,2024-06-25 07:33:08
CUST575,PROD028,Essential Oils,Aromatherapy,35.99,2024-12-13 10:28:26
CUST215,PROD011,Nail Polish,Nail Care,23.49,2024-09-02 16:01:34
CUST538,PROD004,Hair Serum,Hair Care,85.49,2024-06-07 18:34:12
CUST462,PROD023,Foundation,Makeup,44.49,2024-09-27 18:54:56
CUST444,PROD038,Wet Wipes,Hygiene,56.49,2024-12-05 01:39:50
CUST489,PROD009,Face Scrub,Skin Care,52.49,2024-06-05 18:13:09
CUST352,PROD018,Deodorant,Body Care,43.99,2024-04-24 10:56:57
CUST452,PROD019,Makeup Brushes,Tools/Accessories,30.49,2024-05-30 20:40:07
CUST132,PROD033,Teeth Whitening Kit,Oral Care,60.49,2024-12-06 08:39:08
CUST542,PROD035,Shaving Cream,Shaving,46.49,2024-02-27 22:18:04
CUST053,PROD037,Hand Sanitizer,Hygiene,6.99,2024-03-07 13:10:16
CUST033,PROD009,Face Scrub,Skin Care,52.49,2024-03-20 16:37:51
CUST438,PROD032,Mouthwash,Oral Care,48.49,2024-11-23 00:35:58
CUST534,PROD042,Cologne,Fragrance,56.99,2024-09-02 18:28:17
CUST453,PROD007,Moisturizer,Skin Care,43.49,2024-09-09 13:44:54
CUST123,PROD003,Hair Oil,Hair Care,35.49,2024-07-05 06:43:04
CUST160,PROD019,Makeup Brushes,Tools/Accessories,30.49,2024-05-16 23:40:04
CUST595,PROD010,Toner,Skin Care,98.49,2024-07-27 10:38:08
CUST473,PROD023,Foundation,Makeup,44.49,2024-03-29 21:53:58
CUST558,PROD011,Nail Polish,Nail Care,23.49,2024-05-01 07:02:08
CUST239,PROD037,Hand Sanitizer,Hygiene,6.99,2024-09-06 17:30:39
CUST255,PROD033,Teeth Whitening Kit,Oral Care,60.49,2024-06-08 03:49:56
CUST428,PROD007,Moisturizer,Skin Care,43.49,2024-08-11 13:31:01
CUST479,PROD042,Cologne,Fragrance,56.99,2024-12-26 13:45:25
CUST484,PROD016,Body Wash,Body Care,7.49,2024-04-30 05:16:00
CUST332,PROD039,Feminine Wash,Hygiene,96.49,2024-07-10 12:12:12
CUST298,PROD043,Roll-on Deodorant,Fragrance,63.99,2024-12-15 19:32:59
CUST487,PROD017,Body Scrub,Body Care,82.49,2024-12-07 10:16:52
CUST035,PROD022,Eyelash Curler,Tools/Accessories,77.49,2024-02-07 20:47:26
CUST083,PROD027,Blush,Makeup,53.99,2024-06-12 02:49:34
CUST398,PROD018,Deodorant,Body Care,43.99,2024-09-21 01:13:05
CUST284,PROD029,Aroma Candles,Aromatherapy,63.49,2024-07-24 21:35:47
CUST254,PROD015,Body Lotion,Body Care,58.99,2024-01-21 13:33:20
